employee_id,p_attrition,median_survival_months,ev,risk_tier,top_shap_drivers,band,circle,department,gender,tenure_months,compa_ratio,perf_rating_current,months_since_promotion,months_since_hike
JIO10822,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -56.1519}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.0019}]",4.0,Maharashtra,Technology,F,133.0,0.931,3.16,37.0,6.0
JIO10821,1.0,119.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",5.0,Punjab,Technology,M,77.0,1.01,4.13,25.0,21.0
JIO10818,1.0,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""career_promotion_velocity"", ""shap"": 69.4549}, {""feature"": ""career_tenure_at_band"", ""shap"": -14.1217}]",3.0,Maharashtra,Operations,M,149.0,0.971,2.99,28.0,14.0
JIO10817,1.0,162.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -39.0686}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.1562}]",5.0,Tamil Nadu,Finance,M,89.0,1.177,2.85,34.0,11.0
JIO10814,1.0,174.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""career_promotion_velocity"", ""shap"": 53.6076}, {""feature"": ""login_freq_30d"", ""shap"": -46.955}]",3.0,Delhi,Technology,M,115.0,1.014,4.57,3.0,3.0
JIO10813,1.0,142.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 82.9718}, {""feature"": ""login_freq_30d"", ""shap"": -24.1235}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",3.0,UP East,Technology,M,178.0,1.053,2.78,26.0,11.0
JIO10812,0.9999999999999369,170.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 62.4635}, {""feature"": ""login_freq_30d"", ""shap"": -47.9666}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Tamil Nadu,Operations,M,134.0,0.994,3.79,37.0,5.0
JIO10811,1.0,122.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -52.0823}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.5825}]",3.0,Punjab,Sales,F,42.0,0.944,3.78,28.0,12.0
JIO10810,1.0,65.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -26.8137}, {""feature"": ""career_tenure_at_band"", ""shap"": -11.0872}]",6.0,West Bengal,HR,M,56.0,0.784,2.55,22.0,9.0
JIO10809,1.0,174.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""career_promotion_velocity"", ""shap"": 72.7176}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",3.0,Punjab,Technology,M,156.0,1.01,2.96,41.0,6.0
JIO10808,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -39.1606}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",4.0,Gujarat,Sales,M,84.0,0.902,2.82,41.0,4.0
JIO10807,0.9999999991436785,inf,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -42.6094}, {""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.485}]",6.0,West Bengal,Sales,F,150.0,0.919,3.46,17.0,8.0
JIO10837,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -48.2425}, {""feature"": ""career_promotion_velocity"", ""shap"": 12.9017}]",5.0,Punjab,Sales,M,83.0,0.926,3.32,25.0,13.0
JIO10836,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.1907}, {""feature"": ""login_freq_30d"", ""shap"": -17.2948}]",6.0,Delhi,Finance,F,142.0,0.879,3.63,40.0,17.0
JIO10835,1.0,64.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""career_tenure_at_band"", ""shap"": -14.1217}, {""feature"": ""career_promotion_velocity"", ""shap"": 9.9498}]",5.0,Rajasthan,HR,M,64.0,1.066,3.46,28.0,14.0
JIO10834,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""career_promotion_velocity"", ""shap"": 74.582}, {""feature"": ""login_freq_30d"", ""shap"": -50.6108}]",3.0,Punjab,IT,F,160.0,0.861,2.34,12.0,22.0
JIO10833,1.0,118.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.6305}, {""feature"": ""login_freq_30d"", ""shap"": -16.2831}]",5.0,UP East,Technology,M,107.0,0.797,3.6,30.0,13.0
JIO10831,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 98.336}, {""feature"": ""career_promotion_velocity"", ""shap"": 81.1074}, {""feature"": ""login_freq_30d"", ""shap"": -41.6437}]",3.0,Punjab,HR,M,174.0,0.983,5.0,27.0,20.0
JIO10830,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -32.5158}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.7971}]",5.0,Mumbai,HR,F,166.0,1.027,3.42,43.0,9.0
JIO10829,1.0,112.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -43.989}, {""feature"": ""comp_months_no_hike"", ""shap"": 2.9958}]",3.0,Punjab,Operations,F,6.0,1.04,3.48,4.0,20.0
JIO10828,0.9999999999999998,171.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 64.7939}, {""feature"": ""login_freq_30d"", ""shap"": -53.1169}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",3.0,Punjab,IT,F,139.0,0.854,3.12,9.0,19.0
JIO10826,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -29.6647}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.4087}]",4.0,Mumbai,IT,M,109.0,1.062,4.91,35.0,7.0
JIO10825,1.0,149.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.3409}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.1907}]",4.0,West Bengal,Network,F,113.0,1.027,4.75,40.0,4.0
JIO10824,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -36.2865}, {""feature"": ""career_tenure_at_band"", ""shap"": -16.6505}]",7.0,Delhi,Finance,M,70.0,0.983,2.76,33.0,3.0
JIO10823,0.999999999999986,178.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 33.3324}, {""feature"": ""login_freq_30d"", ""shap"": -31.4811}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",4.0,Maharashtra,Finance,F,143.0,0.938,3.46,3.0,10.0
JIO11542,0.9999999999999998,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -34.792}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.1677}]",5.0,West Bengal,Operations,M,91.0,1.136,4.21,36.0,0.0
JIO11541,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -44.7477}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.1756}]",4.0,Rajasthan,Network,M,108.0,0.846,2.48,22.0,18.0
JIO11540,1.0,86.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -47.9896}, {""feature"": ""career_tenure_at_band"", ""shap"": -9.0642}]",6.0,Maharashtra,Sales,M,37.0,0.952,3.4,18.0,20.0
JIO11539,1.0,107.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -42.1496}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.6101}]",6.0,Tamil Nadu,HR,M,91.0,0.994,3.88,21.0,17.0
JIO11537,1.0,168.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.701}, {""feature"": ""login_freq_30d"", ""shap"": -30.4235}]",4.0,Tamil Nadu,Technology,F,136.0,1.025,3.67,40.0,15.0
JIO11536,1.0,113.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -23.9166}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.6799}]",4.0,Maharashtra,Operations,M,93.0,0.918,2.92,30.0,19.0
JIO11534,1.0,167.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 71.7854}, {""feature"": ""login_freq_30d"", ""shap"": -40.5631}, {""feature"": ""tenure_months"", ""shap"": 13.5364}]",3.0,Gujarat,Sales,M,154.0,0.952,3.36,7.0,12.0
JIO11533,1.0,171.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -46.6791}, {""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.8281}]",4.0,Gujarat,IT,F,158.0,0.873,3.29,10.0,5.0
JIO11532,1.0,84.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -18.4674}, {""feature"": ""career_promotion_velocity"", ""shap"": 12.2803}]",5.0,Tamil Nadu,Operations,F,79.0,1.071,2.66,4.0,15.0
JIO11531,1.0,78.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 89.3955}, {""feature"": ""login_freq_30d"", ""shap"": -37.5511}, {""feature"": ""career_promotion_velocity"", ""shap"": 4.9004}]",4.0,Tamil Nadu,HR,F,21.0,0.952,3.71,5.0,9.0
JIO11530,1.0,20.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -43.2992}, {""feature"": ""leave_days_30d"", ""shap"": 5.3303}]",4.0,West Bengal,Operations,F,5.0,1.058,3.36,4.0,12.0
JIO11529,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""career_promotion_velocity"", ""shap"": 80.6413}, {""feature"": ""career_tenure_at_band"", ""shap"": -19.685}]",3.0,Mumbai,IT,M,173.0,1.056,3.98,39.0,13.0
JIO11527,1.0,85.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -34.2172}, {""feature"": ""band"", ""shap"": 2.3704}]",6.0,Delhi,Network,F,19.0,0.921,3.58,3.0,15.0
JIO10854,1.0,119.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -29.4348}, {""feature"": ""career_promotion_velocity"", ""shap"": 3.7352}]",3.0,Delhi,IT,M,8.0,0.887,3.19,1.0,6.0
JIO10853,0.9999999999999893,79.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -44.4028}, {""feature"": ""career_tenure_at_band"", ""shap"": -2.9951}]",5.0,Rajasthan,IT,M,14.0,0.859,3.83,6.0,11.0
JIO10851,1.0,62.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -56.5658}, {""feature"": ""leave_days_30d"", ""shap"": 6.3117}]",3.0,Tamil Nadu,Operations,F,2.0,1.195,3.25,1.0,18.0
JIO10850,0.9999999140798417,78.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -40.3792}, {""feature"": ""comp_months_no_hike"", ""shap"": 2.3986}]",6.0,Karnataka,IT,M,4.0,0.93,3.74,4.0,16.0
JIO10848,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.7095}, {""feature"": ""login_freq_30d"", ""shap"": -14.7427}]",5.0,Karnataka,Finance,F,159.0,0.98,4.36,29.0,12.0
JIO10847,1.0,133.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""career_promotion_velocity"", ""shap"": 46.15}, {""feature"": ""login_freq_30d"", ""shap"": -28.1242}]",3.0,Rajasthan,Network,M,99.0,0.975,3.61,35.0,11.0
JIO10845,1.0,150.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -44.9086}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.2039}]",5.0,Rajasthan,Network,M,130.0,1.157,4.0,29.0,9.0
JIO10844,1.0,102.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -54.0366}, {""feature"": ""leave_days_30d"", ""shap"": 4.6509}]",5.0,Maharashtra,Sales,M,15.0,1.057,1.82,7.0,10.0
JIO10843,1.0,121.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -36.4015}, {""feature"": ""career_promotion_velocity"", ""shap"": 11.4258}]",4.0,Karnataka,IT,M,49.0,1.057,3.33,10.0,6.0
JIO10842,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -37.0453}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.9722}]",3.0,Mumbai,HR,M,60.0,0.848,3.22,15.0,2.0
JIO10840,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -24.3305}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.1562}]",6.0,West Bengal,Operations,M,125.0,0.947,2.63,34.0,11.0
JIO10839,0.9999999999985834,88.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""login_freq_30d"", ""shap"": -27.9863}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.4639}]",3.0,Karnataka,Technology,M,16.0,0.968,2.54,8.0,17.0
JIO10870,1.0,85.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""career_promotion_velocity"", ""shap"": 43.3535}, {""feature"": ""login_freq_30d"", ""shap"": -20.3298}]",3.0,Karnataka,Technology,M,93.0,0.875,2.77,36.0,6.0
JIO10869,1.0,157.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 82.9718}, {""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -26.2159}]",3.0,Mumbai,IT,F,178.0,0.903,2.92,15.0,21.0
JIO10868,1.0,127.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_tenure_at_band"", ""shap"": -16.6505}]",4.0,Tamil Nadu,Technology,M,48.0,1.104,3.77,33.0,14.0
JIO10867,0.9999999999999969,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -41.9196}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",6.0,Punjab,Finance,M,165.0,1.233,2.51,41.0,9.0
JIO10866,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""login_freq_30d"", ""shap"": -40.6551}, {""feature"": ""career_promotion_velocity"", ""shap"": 28.9044}]",3.0,Karnataka,Network,F,62.0,1.179,3.18,26.0,9.0
JIO10865,1.0,164.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 40.0908}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",4.0,UP East,Technology,M,172.0,0.898,5.0,41.0,14.0
JIO10864,0.9999999999993217,170.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -42.4485}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.7095}]",5.0,Karnataka,Sales,M,159.0,0.945,4.07,12.0,19.0
JIO10863,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 68.0566}, {""feature"": ""login_freq_30d"", ""shap"": -44.8167}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",3.0,Mumbai,Sales,F,146.0,1.136,1.84,25.0,19.0
JIO10862,0.9999990336329647,68.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -24.0776}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}, {""feature"": ""leave_days_30d"", ""shap"": 9.1198}]",6.0,West Bengal,Operations,F,65.0,0.753,2.6,4.0,10.0
JIO10861,1.0,115.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -45.2765}, {""feature"": ""career_promotion_velocity"", ""shap"": 5.1334}]",4.0,Tamil Nadu,HR,M,22.0,0.915,4.93,10.0,21.0
JIO10860,1.0,140.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""career_promotion_velocity"", ""shap"": 77.3786}, {""feature"": ""login_freq_30d"", ""shap"": -25.5951}]",3.0,Gujarat,Finance,F,166.0,0.958,3.5,33.0,3.0
JIO10858,1.0,135.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""career_promotion_velocity"", ""shap"": 53.6076}, {""feature"": ""login_freq_30d"", ""shap"": -30.2165}]",3.0,Karnataka,Network,F,115.0,1.001,3.38,3.0,0.0
JIO10857,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 69.4549}, {""feature"": ""login_freq_30d"", ""shap"": -30.6534}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.6735}]",3.0,Rajasthan,Sales,F,149.0,0.965,3.9,37.0,13.0
JIO10856,1.0,156.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""career_promotion_velocity"", ""shap"": 57.3364}, {""feature"": ""login_freq_30d"", ""shap"": -25.1582}]",3.0,Delhi,HR,M,123.0,0.924,2.46,13.0,6.0
JIO10855,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 134.0982}, {""feature"": ""career_promotion_velocity"", ""shap"": 61.0652}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.2253}]",3.0,UP East,Sales,M,131.0,0.817,4.01,46.0,9.0
JIO10885,1.0,108.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -38.9996}, {""feature"": ""career_promotion_velocity"", ""shap"": 28.9044}]",4.0,Rajasthan,HR,M,124.0,0.912,2.9,12.0,15.0
JIO10884,1.0,108.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -32.7917}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.0867}]",4.0,West Bengal,Technology,M,69.0,1.062,2.54,25.0,23.0
JIO10883,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.3238}, {""feature"": ""login_freq_30d"", ""shap"": -40.0573}]",4.0,Rajasthan,Sales,M,173.0,1.105,3.16,41.0,1.0
JIO10881,1.0,62.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -40.885}, {""feature"": ""career_promotion_velocity"", ""shap"": 2.3369}]",3.0,Rajasthan,Technology,M,5.0,1.008,2.65,1.0,3.0
JIO10880,0.9999999999999998,151.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""login_freq_30d"", ""shap"": -30.9753}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.4554}]",7.0,Tamil Nadu,Technology,F,155.0,0.868,3.21,13.0,12.0
JIO10879,1.0,163.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""career_promotion_velocity"", ""shap"": 45.6839}, {""feature"": ""login_freq_30d"", ""shap"": -40.5171}]",3.0,Punjab,Finance,M,98.0,1.209,4.09,15.0,12.0
JIO10878,1.0,149.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -34.4931}, {""feature"": ""career_tenure_at_band"", ""shap"": -22.2138}]",5.0,Gujarat,Sales,M,107.0,0.872,3.19,44.0,10.0
JIO10877,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.362}, {""feature"": ""login_freq_30d"", ""shap"": -34.769}]",4.0,Karnataka,IT,M,156.0,1.006,2.87,20.0,10.0
JIO10876,1.0,59.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -20.8816}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.9511}]",4.0,Punjab,HR,F,77.0,1.102,2.56,27.0,6.0
JIO10875,0.9999999771701314,174.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.6774}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.9637}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",4.0,Tamil Nadu,HR,F,150.0,1.062,4.02,30.0,8.0
JIO10874,1.0,123.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -25.4341}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",4.0,Rajasthan,Operations,M,69.0,0.925,4.01,41.0,3.0
JIO10873,1.0,96.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -45.7134}, {""feature"": ""career_promotion_velocity"", ""shap"": 6.0656}]",4.0,Maharashtra,IT,F,26.0,0.905,3.43,2.0,17.0
JIO10872,1.0,96.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.3791}, {""feature"": ""login_freq_30d"", ""shap"": -15.2255}]",4.0,UP East,Network,F,96.0,0.875,4.94,17.0,2.0
JIO10871,1.0,127.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""login_freq_30d"", ""shap"": -32.8836}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",5.0,Tamil Nadu,Sales,F,38.0,0.941,3.42,25.0,19.0
JIO10902,1.0,72.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -42.1726}, {""feature"": ""career_tenure_at_band"", ""shap"": -10.0757}]",3.0,Karnataka,Operations,M,20.0,1.067,4.79,20.0,7.0
JIO10901,1.0,113.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -42.1266}, {""feature"": ""career_tenure_at_band"", ""shap"": -14.1217}]",5.0,Tamil Nadu,Network,M,54.0,0.939,4.36,28.0,16.0
JIO10900,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -21.7783}, {""feature"": ""career_tenure_at_band"", ""shap"": -13.6159}]",7.0,UP East,Operations,F,73.0,0.903,3.83,27.0,12.0
JIO10899,0.9999999999999996,93.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""login_freq_30d"", ""shap"": -29.5497}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.1447}]",5.0,UP East,Network,M,91.0,0.98,2.04,8.0,17.0
JIO10898,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -44.1729}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.7605}]",7.0,UP East,IT,M,169.0,1.064,4.51,14.0,8.0
JIO10897,0.9999999998769065,73.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 6.8425}]",5.0,Delhi,Finance,F,44.0,0.8,3.61,3.0,22.0
JIO10896,1.0,63.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -32.3318}, {""feature"": ""comp_months_no_hike"", ""shap"": 3.2945}]",5.0,West Bengal,Sales,F,2.0,0.913,3.74,0.0,22.0
JIO10895,1.0,107.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 48.9466}, {""feature"": ""login_freq_30d"", ""shap"": -37.85}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}]",3.0,Gujarat,Network,M,105.0,1.059,3.29,23.0,17.0
JIO10894,1.0,127.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -52.4961}, {""feature"": ""career_promotion_velocity"", ""shap"": 5.8326}]",4.0,Rajasthan,Operations,M,25.0,0.925,3.79,6.0,17.0
