employee_id,band,circle,department,gender,tenure_months,months_since_promotion,months_since_hike,months_since_manager_changed,compa_ratio,perf_rating_current,hike_vs_band_median,login_freq_30d,training_completions_90d,leave_days_30d,login_freq_slope_30d,performance_rating_delta,peer_attrition_count_90d,manager_attrition_rate_6m,team_size_change_pct,attrition_flag
JIO10895,3.0,Gujarat,Network,M,105.0,23.0,17.0,6.0,1.059,3.29,2.57,16.47,2.0,5.8,-0.388,-0.804,3.0,0.388,-0.094,1.0
JIO10896,5.0,West Bengal,Sales,F,2.0,0.0,22.0,24.0,0.913,3.74,-1.48,14.07,2.0,1.74,0.179,0.186,2.0,0.349,-0.052,0.0
JIO10897,5.0,Delhi,Finance,F,44.0,3.0,22.0,15.0,0.8,3.61,1.39,25.0,1.0,0.0,-0.224,0.025,0.0,0.214,0.148,0.0
JIO10898,7.0,UP East,IT,M,169.0,14.0,8.0,29.0,1.064,4.51,-0.22,19.22,0.0,2.72,-0.154,0.168,0.0,0.055,0.047,0.0
JIO10899,5.0,UP East,Network,M,91.0,8.0,17.0,8.0,0.98,2.04,-7.69,12.86,3.0,6.56,-0.818,-0.65,0.0,0.055,-0.193,1.0
JIO10900,7.0,UP East,Operations,F,73.0,27.0,12.0,13.0,0.903,3.83,-0.53,9.48,2.0,4.01,-0.372,-0.096,2.0,0.345,-0.041,1.0
JIO10901,5.0,Tamil Nadu,Network,M,54.0,28.0,16.0,18.0,0.939,4.36,-1.87,18.33,4.0,3.66,-0.141,-0.026,4.0,0.035,-0.167,0.0
JIO10902,3.0,Karnataka,Operations,M,20.0,20.0,7.0,23.0,1.067,4.79,1.09,18.35,7.0,1.81,-0.228,-0.162,1.0,0.125,0.102,0.0
JIO10903,3.0,UP East,Operations,M,73.0,36.0,20.0,7.0,0.995,3.73,-1.07,17.89,1.0,1.32,0.157,0.02,0.0,0.025,-0.056,0.0
JIO10904,4.0,Gujarat,Network,M,92.0,10.0,11.0,33.0,1.146,2.66,0.29,22.4,3.0,2.99,0.202,-0.052,3.0,0.265,-0.158,0.0
JIO10905,4.0,Karnataka,Network,M,39.0,30.0,2.0,3.0,1.036,3.3,0.65,8.55,2.0,5.25,-0.522,-0.225,1.0,0.079,-0.116,1.0
JIO10906,7.0,Karnataka,Sales,M,61.0,2.0,9.0,3.0,1.089,5.0,0.2,17.58,0.0,1.48,-0.008,-0.187,0.0,0.386,-0.225,0.0
JIO10907,4.0,Tamil Nadu,IT,F,103.0,3.0,6.0,16.0,0.851,4.03,0.06,3.66999999999989,0.0,3.86,-0.647,-0.632,0.0,0.213,-0.051,1.0
JIO10908,4.0,Delhi,Operations,F,66.0,2.0,13.0,13.0,0.924,3.28,0.27,17.8,1.0,1.98,-0.61,0.099,0.0,0.09,-0.002,0.0
JIO10909,4.0,Delhi,HR,F,36.0,33.0,19.0,7.0,0.998,3.82,-5.2,16.09,4.0,1.57,-0.355,-0.291,3.0,0.108,-0.09,0.0
JIO10910,4.0,UP East,Network,M,176.0,32.0,19.0,1.0,0.99,3.04,-0.36,25.0,3.0,1.85,0.115,0.48,0.0,0.311,-0.144,0.0
JIO10911,5.0,Gujarat,Network,M,103.0,2.0,3.0,23.0,0.784,3.15,0.77,12.23,2.0,4.25,-0.241,-0.741,3.0,0.232,-0.267,1.0
JIO10912,5.0,UP East,Technology,F,143.0,36.0,20.0,12.0,1.246000000000005,3.65,1.11,19.04,2.0,1.51,0.544,-0.365,0.0,0.208,-0.041,0.0
JIO10913,4.0,Mumbai,Finance,F,72.0,41.0,5.0,7.0,1.117,3.99,1.77,18.58,1.0,3.34,-0.137,0.322,2.0,0.009,-0.007,0.0
JIO10914,4.0,Gujarat,Sales,F,61.0,15.0,6.0,20.0,1.037,4.12,0.21,14.34,0.0,3.28,-0.613,-0.363,0.0,0.579,0.078,1.0
JIO10915,4.0,West Bengal,Operations,F,167.0,20.0,2.0,10.0,0.932,3.91,0.72,16.69,3.0,5.27,0.88,0.25,0.0,0.31,0.128,0.0
JIO10916,4.0,Tamil Nadu,Technology,M,22.0,1.0,8.0,6.0,0.741,2.84,1.61,17.47,2.0,2.83,-0.439,0.389,1.0,0.077,-0.184,0.0
JIO10917,5.0,Rajasthan,Sales,F,132.0,6.0,22.0,4.0,1.188,2.98,-6.53,20.98,2.0,3.47,0.222,0.102,1.0,0.009,0.017,0.0
JIO10918,4.0,Rajasthan,Sales,M,146.0,6.0,13.0,21.0,0.902,2.75,0.82,15.43,2.0,2.32,0.826,-0.118,3.0,0.151,0.051,0.0
JIO10919,5.0,Tamil Nadu,IT,F,111.0,24.0,15.0,33.0,1.08,2.49,1.93,20.78,0.0,1.45,-0.025,0.276,1.0,0.179,-0.031,0.0
JIO10920,3.0,Tamil Nadu,Technology,M,37.0,10.0,0.0,4.0,0.89,2.4,-4.31,11.19,4.0,0.9,-0.337,0.799,1.0,0.031,0.041,0.0
JIO10921,5.0,Punjab,Technology,M,146.0,34.0,22.0,3.0,0.933,2.57,0.61,6.04,0.0,2.61,-0.19,-0.575,3.0,0.123,-0.094,1.0
JIO10922,5.0,Delhi,Operations,M,173.0,37.0,22.0,23.0,0.964,3.19,-5.49,16.51,3.0,4.15,0.003,0.537,1.0,0.186,0.025,0.0
JIO10923,3.0,Punjab,Sales,M,42.0,21.0,21.0,2.0,1.035,2.57,-0.83,10.97,0.0,4.24,-0.778,-0.429,3.0,0.333,0.102,1.0
JIO10924,3.0,UP East,Technology,M,2.0,1.0,13.0,34.0,0.851,4.38,2.84,19.63,6.0,1.84,-0.326,-0.143,1.0,0.173,0.034,0.0
JIO10925,5.0,Gujarat,IT,M,80.0,31.0,11.0,16.0,0.961,3.18,-4.72,21.47,2.0,3.13,0.366,0.47,0.0,0.032,-0.036,0.0
JIO10926,6.0,Maharashtra,Network,F,166.0,0.0,2.0,26.0,0.917,3.25,4.56,13.45,1.0,6.19,-0.983,-0.143,0.0,0.1,-0.009,1.0
JIO10927,6.0,Gujarat,Finance,F,130.0,26.0,23.0,19.0,0.939,3.87,1.06,16.31,2.0,2.42,-0.76,0.214,2.0,0.648000000000003,0.005,0.0
JIO10928,3.0,Karnataka,Operations,M,66.0,12.0,22.0,13.0,0.819,3.06,4.15,21.69,5.0,1.42,0.187,0.041,1.0,0.002,0.037,0.0
JIO10929,3.0,Mumbai,Operations,M,83.0,38.0,13.0,26.0,0.836,3.86,-0.24,16.05,0.0,7.08,-0.086,-0.144,1.0,0.482,-0.06,1.0
JIO10930,4.0,UP East,Sales,F,167.0,31.0,23.0,30.0,0.966,2.67,-0.13,16.59,0.0,2.46,-0.039,0.218,0.0,0.303,0.133,0.0
JIO10931,3.0,Gujarat,Technology,M,67.0,22.0,10.0,19.0,1.074,3.12,1.06,19.38,3.0,4.98,0.458,0.249,2.0,0.231,-0.05,0.0
JIO10932,3.0,Delhi,IT,F,71.0,43.0,23.0,3.0,0.929,1.91,-3.89,13.45,4.0,1.5,-0.632,0.005,1.0,0.199,-0.102,0.0
JIO10933,5.0,Rajasthan,Operations,M,110.0,41.0,9.0,23.0,1.16,2.48,-1.73,12.85,1.0,3.97,-0.232,-0.318,0.0,0.419,-0.167,1.0
JIO10934,4.0,Delhi,Technology,M,162.0,22.0,10.0,27.0,0.888,5.0,1.74,12.26,2.0,5.25,-0.247,0.36,4.0,0.371,-0.111,1.0
JIO10935,3.0,Maharashtra,IT,M,89.0,2.0,6.0,13.0,0.93,3.44,-0.12,17.38,3.0,5.19,0.355,-0.085,1.0,0.186,-0.034,0.0
JIO10936,5.0,Tamil Nadu,Technology,M,37.0,19.0,6.0,35.0,1.021,2.57,-1.48,15.58,1.0,0.0,-0.013,0.061,0.0,0.011,-0.048,0.0
JIO10937,3.0,UP East,Network,M,21.0,19.0,3.0,23.0,0.85,2.86,-0.4,6.22,0.0,4.12,-0.665,-0.398,3.0,0.216,-0.183,1.0
JIO10938,4.0,Mumbai,Network,M,129.0,9.0,0.0,9.0,0.865,3.76,-0.87,15.19,1.0,2.02,0.156,-0.095,0.0,0.148,-0.099,0.0
JIO10939,4.0,UP East,Finance,M,66.0,39.0,19.0,21.0,0.894,3.05,1.23,20.26,1.0,2.96,-0.471,-1.102,0.0,0.386,-0.144,1.0
JIO10940,3.0,Tamil Nadu,Technology,M,60.0,9.0,10.0,28.0,0.98,2.17,-2.31,7.86,1.0,3.44,-0.289,-0.026,1.0,0.103,0.113,1.0
JIO10941,4.0,Delhi,Sales,F,2.0,2.0,14.0,17.0,1.212,2.73,-4.03,25.0,6.0,3.25,0.484,0.313,0.0,0.296,-0.144,0.0
JIO10942,3.0,Rajasthan,Sales,M,23.0,6.0,11.0,23.0,1.091,4.67,0.07,17.15,2.0,0.17,0.525,0.176,0.0,0.345,0.129,0.0
JIO10943,4.0,Karnataka,Technology,M,77.0,34.0,19.0,19.0,0.797,2.95,0.0,18.66,3.0,3.21,-0.146,-0.112,0.0,0.249,0.111,0.0
JIO10944,4.0,West Bengal,Sales,M,163.0,41.0,10.0,3.0,1.246000000000005,2.92,-1.8,18.81,2.0,3.09,0.035,-0.144,0.0,0.535,0.24,0.0
JIO10945,4.0,Tamil Nadu,Network,M,127.0,25.0,15.0,2.0,1.119,3.55,-1.9,14.52,3.0,3.73,0.465,-0.792,0.0,0.316,0.113,0.0
JIO10946,3.0,West Bengal,Operations,M,150.0,25.0,18.0,16.0,1.037,2.84,2.05,18.05,5.0,1.97,0.106,-0.323,1.0,0.081,-0.246,1.0
JIO10947,4.0,West Bengal,HR,F,13.0,6.0,15.0,8.0,0.949,3.58,-0.29,16.63,3.0,2.35,0.187,-0.329,1.0,0.265,-0.064,0.0
JIO10948,3.0,Punjab,IT,M,52.0,15.0,7.0,4.0,0.941,4.41,-4.53,18.15,1.0,2.47,0.726,0.285,0.0,0.04,-0.001,0.0
JIO10949,5.0,Tamil Nadu,HR,M,152.0,0.0,12.0,4.0,1.003,3.82,-2.33,16.54,1.0,1.22,0.064,0.02,1.0,0.275,0.022,0.0
JIO10950,6.0,Gujarat,HR,M,169.0,2.0,9.0,15.0,0.994,4.3,0.69,22.53,0.0,2.88,-0.353,-0.081,4.0,0.479,0.027,1.0
JIO10951,5.0,West Bengal,HR,M,43.0,30.0,4.0,29.0,0.909,2.63,-5.36,5.91,1.0,5.32,-0.384,-0.712,2.0,0.16,0.099,1.0
JIO10952,3.0,Tamil Nadu,Network,M,10.0,10.0,23.0,20.0,1.131,3.14,0.31,16.65,4.0,1.22,0.048,0.135,1.0,0.284,0.086,0.0
JIO10953,5.0,Delhi,Finance,F,112.0,10.0,12.0,29.0,1.073,2.41,-1.72,10.19,0.0,7.02,0.395,-0.674,1.0,0.056,-0.058,1.0
JIO10954,5.0,Tamil Nadu,Finance,M,172.0,43.0,1.0,17.0,0.99,3.51,0.04,16.89,1.0,4.63,-0.002,-0.003,0.0,0.134,-0.063,0.0
JIO10955,5.0,Karnataka,Sales,M,20.0,8.0,3.0,7.0,0.799,3.02,0.76,3.93,2.0,3.31,-0.95,0.182,3.0,0.248,-0.012,1.0
JIO10956,4.0,Delhi,Network,M,127.0,17.0,14.0,27.0,0.931,2.6,1.25,15.75,3.0,2.11,-0.125,-0.413,2.0,0.16,-0.031,0.0
JIO10957,7.0,Punjab,Network,M,92.0,46.0,7.0,8.0,0.901,3.17,-3.8,20.87,3.0,0.17,-0.031,-0.207,1.0,0.059,-0.103,0.0
JIO10958,4.0,Mumbai,Sales,M,83.0,0.0,21.0,1.0,1.146,2.31,0.3,3.66999999999989,1.0,3.81,-0.293,-0.468,2.0,0.053,-0.068,1.0
JIO10959,5.0,UP East,Network,F,116.0,5.0,15.0,14.0,0.797,3.03,1.67,18.59,0.0,2.04,0.841,0.64,0.0,0.017,0.058,0.0
JIO10960,4.0,Tamil Nadu,IT,M,44.0,3.0,19.0,18.0,1.001,2.43,2.87,16.89,3.0,4.21,0.006,-0.487,2.0,0.188,0.077,0.0
JIO10961,4.0,Tamil Nadu,Network,M,135.0,6.0,12.0,34.0,0.939,3.8,-0.94,13.38,1.0,3.36,-0.732,0.481,0.0,0.119,0.009,0.0
JIO10962,4.0,Mumbai,Operations,F,93.0,4.0,13.0,14.0,1.188,3.04,-1.66,17.62,3.0,3.25,0.18,0.816,0.0,0.004,0.118,0.0
JIO10963,4.0,Tamil Nadu,IT,M,41.0,17.0,17.0,9.0,0.916,3.55,1.13,14.88,1.0,1.87,0.569,0.474,1.0,0.138,0.005,0.0
JIO10964,3.0,Karnataka,Sales,F,165.0,24.0,21.0,5.0,1.125,3.54,-1.74,12.02,1.0,0.61,0.632,0.104,1.0,0.008,0.091,0.0
JIO10965,4.0,Tamil Nadu,Technology,M,120.0,6.0,23.0,21.0,0.988,3.22,0.74,21.95,3.0,2.22,-0.678,0.08,0.0,0.09,0.137,0.0
JIO10966,4.0,West Bengal,Network,M,17.0,1.0,18.0,30.0,0.73,3.13,0.16,17.31,1.0,2.15,-0.017,0.14,0.0,0.051,0.033,0.0
JIO10967,5.0,Maharashtra,IT,F,28.0,15.0,11.0,31.0,0.815,2.45,-2.71,20.94,1.0,4.29,-0.479,0.534,0.0,0.084,-0.196,0.0
JIO10968,3.0,Karnataka,Network,M,150.0,3.0,10.0,14.0,0.921,4.24,2.6,18.06,2.0,3.48,0.238,0.169,2.0,0.198,0.136,0.0
JIO10969,3.0,Gujarat,IT,F,138.0,1.0,14.0,15.0,0.79,2.57,0.87,8.63,3.0,5.3,-0.563,-0.562,1.0,0.146,-0.123,1.0
JIO10970,7.0,UP East,Network,F,163.0,19.0,10.0,12.0,1.234,3.64,2.95,16.42,1.0,3.6,0.812,-0.197,0.0,0.406,-0.106,0.0
JIO10971,4.0,West Bengal,IT,F,26.0,4.0,0.0,12.0,0.851,3.21,-1.34,18.72,1.0,4.67,0.184,0.137,1.0,0.144,-0.081,0.0
JIO10972,5.0,Rajasthan,Sales,M,3.0,1.0,6.0,16.0,1.075,3.15,-2.56,15.31,2.0,4.12,-0.327,-0.044,0.0,0.167,-0.016,0.0
JIO10973,5.0,Tamil Nadu,Network,M,17.0,9.0,20.0,22.0,1.136,2.38,1.31,8.23,2.0,0.19,0.54,0.146,0.0,0.388,-0.084,0.0
JIO10974,3.0,Maharashtra,Network,F,54.0,20.0,22.0,34.0,0.957,3.55,-1.78,21.42,4.0,3.25,0.076,0.127,0.0,0.152,0.119,0.0
JIO10975,6.0,Tamil Nadu,Finance,M,70.0,15.0,17.0,5.0,0.976,3.29,-1.21,15.13,2.0,3.98,0.301,0.115,1.0,0.18,-0.007,0.0
JIO10976,4.0,UP East,Technology,F,90.0,23.0,19.0,2.0,0.917,3.61,3.67,18.75,2.0,1.09,0.701,-0.072,2.0,0.479,0.094,0.0
JIO10977,5.0,Rajasthan,Technology,F,26.0,9.0,4.0,2.0,1.217,3.41,-2.58,21.23,0.0,1.18,0.086,0.254,0.0,0.158,-0.137,0.0
JIO10978,3.0,Punjab,Operations,M,78.0,36.0,0.0,23.0,1.01,4.55,-0.42,23.24,2.0,3.55,0.381,0.41,1.0,0.086,-0.0,0.0
JIO10979,3.0,Maharashtra,IT,M,144.0,33.0,15.0,28.0,1.098,3.69,4.05,5.72,3.0,2.26,-0.721,-0.23,0.0,0.468,-0.239,1.0
JIO10980,5.0,West Bengal,Technology,M,151.0,44.0,0.0,5.0,0.867,4.7,-2.83,23.65,1.0,0.91,-0.221,-0.05,1.0,0.019,-0.002,0.0
JIO10981,3.0,Gujarat,Operations,M,176.0,45.0,13.0,29.0,1.07,3.38,3.69,20.24,1.0,4.91,-0.512,-0.121,0.0,0.113,-0.043,0.0
JIO10982,4.0,Punjab,Sales,F,164.0,27.0,3.0,35.0,0.954,4.26,2.91,19.19,4.0,4.12,0.305,0.091,2.0,0.319,-0.092,0.0
JIO10983,5.0,Tamil Nadu,IT,M,19.0,16.0,14.0,15.0,0.933,2.8,-3.93,6.16,1.0,4.39,-0.991,-0.211,5.0,0.077,-0.228,1.0
JIO10984,4.0,Punjab,HR,M,159.0,46.0,19.0,25.0,0.905,5.0,-3.54,12.76,1.0,1.6,0.65,0.338,1.0,0.168,-0.014,0.0
JIO10985,4.0,Rajasthan,Finance,F,26.0,25.0,2.0,15.0,0.917,2.94,1.2,17.0,4.0,4.39,-0.208,-0.226,1.0,0.102,0.018,0.0
JIO10986,4.0,Tamil Nadu,HR,M,119.0,10.0,1.0,21.0,0.893,4.02,3.18,13.19,2.0,1.14,0.623,0.633,0.0,0.322,-0.012,0.0
JIO10987,4.0,Karnataka,Technology,M,113.0,28.0,5.0,24.0,0.947,3.25,-4.47,21.36,5.0,1.7,0.453,-0.286,1.0,0.175,0.036,0.0
JIO10988,5.0,Mumbai,IT,F,93.0,28.0,14.0,1.0,0.814,3.97,-2.83,22.9,2.0,2.14,0.221,0.128,2.0,0.155,-0.101,0.0
JIO10989,5.0,Gujarat,Technology,F,56.0,4.0,11.0,14.0,1.024,5.0,0.91,13.26,2.0,2.84,-0.75,0.1,0.0,0.477,0.088,1.0
JIO10990,6.0,Delhi,Operations,M,134.0,26.0,20.0,33.0,1.085,3.03,-0.99,15.0,0.0,1.2,0.122,0.343,2.0,0.103,0.046,0.0
JIO10991,4.0,Mumbai,IT,M,60.0,23.0,17.0,14.0,0.89,3.53,1.68,17.44,5.0,1.98,0.083,0.671,3.0,0.139,0.078,0.0
JIO10992,6.0,Punjab,HR,F,19.0,17.0,22.0,2.0,0.917,2.43,-4.55,12.79,2.0,3.0,-0.833,-0.793,0.0,0.36,-0.163,1.0
JIO10993,6.0,Karnataka,Operations,F,163.0,42.0,5.0,4.0,0.957,3.31,-0.62,15.83,4.0,1.52,0.815,0.039,0.0,0.02,-0.022,0.0
JIO10994,3.0,West Bengal,Operations,M,73.0,22.0,3.0,32.0,0.915,3.2,1.27,15.7,3.0,2.88,-0.813,0.202,3.0,0.228,-0.127,1.0
JIO10995,4.0,Karnataka,Operations,M,40.0,14.0,12.0,19.0,0.783,3.69,-2.5,7.44,3.0,3.31,-0.791,-0.178,2.0,0.503,-0.15,1.0
JIO10996,6.0,Tamil Nadu,IT,M,104.0,27.0,4.0,12.0,1.065,3.27,-2.82,4.36,0.0,4.12,-0.64,-0.169,3.0,0.255,-0.388,1.0
JIO10997,5.0,Maharashtra,Sales,F,163.0,41.0,4.0,22.0,1.039,4.79,2.75,16.24,0.0,4.55,-0.147,0.664,1.0,0.215,0.039,0.0
JIO10998,4.0,Karnataka,IT,F,31.0,4.0,21.0,22.0,0.951,4.46,2.35,17.78,2.0,2.1,0.816,0.356,1.0,0.248,-0.161,0.0
JIO10999,3.0,West Bengal,Finance,F,89.0,8.0,16.0,21.0,0.916,3.34,-5.64,15.14,2.0,4.13,0.181,0.198,1.0,0.436,-0.046,0.0
JIO11000,3.0,Punjab,Finance,F,120.0,0.0,10.0,8.0,0.987,3.94,-3.11,16.45,2.0,5.34,-0.353,-0.508,1.0,0.112,-0.082,1.0
JIO11001,3.0,Mumbai,Network,M,4.0,0.0,14.0,35.0,0.896,2.35,2.36,25.0,9.0,0.0,-0.873,-0.021,1.0,0.148,0.15,0.0
JIO11002,3.0,Rajasthan,Technology,F,145.0,28.0,16.0,35.0,0.902,2.28,0.11,21.51,7.0,1.44,0.36,-0.289,0.0,0.126,0.023,0.0
JIO11003,5.0,Rajasthan,Technology,M,12.0,3.0,17.0,5.0,0.847,2.79,-4.31,14.21,2.0,3.15,-0.833,-0.564,1.0,0.438,-0.24,1.0
JIO11004,5.0,Tamil Nadu,IT,F,31.0,3.0,2.0,5.0,1.142,2.4,1.47,8.32,2.0,3.95,-1.058,-0.479,5.0,0.267,-0.079,1.0
JIO11005,5.0,Delhi,Network,M,36.0,19.0,13.0,23.0,1.021,2.64,-3.22,13.17,0.0,5.03,-0.406,0.846,0.0,0.108,-0.001,0.0
JIO11006,3.0,West Bengal,HR,M,53.0,32.0,9.0,17.0,1.075,3.14,-1.53,12.18,0.0,6.53,-1.084,0.351,2.0,0.173,-0.274,1.0
JIO11007,4.0,UP East,Network,M,16.0,4.0,4.0,4.0,0.98,2.28,-2.51,15.0,2.0,0.39,0.192,0.387,0.0,0.177,-0.043,0.0
JIO11008,4.0,Punjab,Technology,F,106.0,21.0,0.0,35.0,0.911,3.12,4.55,19.26,1.0,2.73,0.326,0.011,2.0,0.136,-0.101,0.0
JIO11009,4.0,Rajasthan,Finance,F,59.0,10.0,19.0,31.0,0.874,2.34,-1.16,18.58,1.0,4.63,-0.324,0.081,3.0,0.153,-0.176,1.0
JIO11010,5.0,UP East,Operations,M,148.0,33.0,20.0,14.0,1.172,3.5,-0.02,22.8,3.0,1.75,0.044,0.32,4.0,0.098,0.117,0.0
JIO11011,3.0,UP East,Finance,M,103.0,12.0,16.0,1.0,1.032,2.42,-2.2,20.13,2.0,4.24,0.316,0.271,2.0,0.023,0.061,0.0
JIO11012,4.0,Tamil Nadu,HR,M,64.0,26.0,20.0,32.0,0.858,4.59,1.34,21.48,2.0,2.63,0.213,-0.314,0.0,0.117,-0.072,0.0
JIO11013,6.0,Rajasthan,Technology,M,51.0,19.0,5.0,35.0,0.781,4.79,1.34,16.99,4.0,4.75,0.037,-0.513,3.0,0.075,0.047,0.0
JIO11014,4.0,Maharashtra,Operations,M,109.0,42.0,22.0,9.0,1.069,2.82,-1.04,15.31,3.0,2.05,-0.021,-0.009,1.0,0.006,0.032,0.0
JIO11015,3.0,West Bengal,IT,M,124.0,14.0,4.0,12.0,0.872,3.46,0.6,15.98,2.0,2.82,0.143,0.659,0.0,0.116,-0.048,0.0
JIO11016,5.0,Rajasthan,HR,F,154.0,3.0,17.0,27.0,0.899,2.17,0.15,6.22,3.0,3.3,-1.062,0.169,4.0,0.162,0.027,1.0
JIO11017,3.0,Delhi,HR,M,8.0,3.0,14.0,1.0,0.973,3.19,3.04,18.8,5.0,3.32,0.252,0.012,0.0,0.051,0.002,0.0
JIO11018,4.0,Punjab,HR,F,145.0,7.0,7.0,33.0,0.866,2.26,-3.77,14.02,3.0,2.88,-0.091,-0.18,2.0,0.163,-0.062,1.0
JIO11019,3.0,Maharashtra,Technology,F,65.0,47.0,10.0,2.0,1.03,4.05,-2.41,14.75,0.0,0.43,-0.107,0.155,1.0,0.088,-0.156,0.0
JIO11020,4.0,Delhi,Technology,F,43.0,13.0,10.0,32.0,1.026,3.7,1.02,14.52,2.0,4.16,-0.146,0.216,1.0,0.06,-0.057,0.0
JIO11021,4.0,Rajasthan,Operations,M,123.0,33.0,5.0,17.0,0.797,3.66,1.46,8.16,1.0,4.61,-0.589,-0.459,3.0,0.329,-0.265,1.0
JIO11022,4.0,Mumbai,Finance,M,137.0,39.0,16.0,5.0,0.838,3.43,2.52,20.45,2.0,2.79,0.166,-0.385,3.0,0.191,0.117,0.0
JIO11023,7.0,Maharashtra,Finance,F,29.0,16.0,4.0,15.0,0.811,2.45,-1.54,18.3,2.0,3.44,0.119,0.315,0.0,0.257,-0.121,0.0
JIO11024,3.0,Tamil Nadu,Network,M,58.0,43.0,4.0,3.0,0.834,3.53,0.58,4.66,4.0,2.86,-0.777,0.025,3.0,0.172,-0.121,1.0
JIO11025,6.0,Tamil Nadu,Network,M,121.0,3.0,7.0,2.0,0.95,4.48,-3.39,12.87,2.0,0.28,0.241,-0.166,0.0,0.002,-0.058,0.0
JIO11026,5.0,UP East,IT,M,36.0,11.0,3.0,1.0,0.982,2.77,2.59,3.66999999999989,3.0,3.06,-0.576,-0.393,0.0,0.068,-0.126,1.0
JIO11027,4.0,Karnataka,Technology,F,122.0,19.0,12.0,33.0,1.03,2.32,1.76,25.0,4.0,1.97,0.08,-0.634,0.0,0.447,-0.079,0.0
JIO11028,4.0,Rajasthan,Operations,M,64.0,13.0,6.0,29.0,0.817,3.24,-1.34,9.63,3.0,2.23,0.302,0.344,1.0,0.032,0.061,0.0
JIO11029,4.0,Gujarat,Technology,M,108.0,15.0,22.0,17.0,0.923,3.53,-1.76,15.38,0.0,5.69,0.525,0.376,2.0,0.157,-0.154,0.0
JIO11030,6.0,Gujarat,Operations,M,112.0,19.0,13.0,29.0,0.89,3.28,-4.09,5.31,1.0,5.16,-0.149,-0.82,0.0,0.098,0.018,1.0
JIO11031,4.0,Rajasthan,Finance,M,83.0,13.0,12.0,21.0,0.868,3.62,-4.68,11.28,4.0,1.4,0.442,-0.249,0.0,0.017,-0.016,0.0
JIO11032,5.0,Tamil Nadu,Network,M,12.0,3.0,19.0,10.0,1.044,3.48,3.25,17.98,2.0,4.48,-0.003,-0.491,0.0,0.182,0.089,0.0
JIO11033,4.0,Delhi,Operations,F,123.0,17.0,9.0,31.0,0.896,3.52,2.97,18.41,2.0,1.85,0.544,0.16,0.0,0.437,-0.047,0.0
JIO11034,4.0,Mumbai,Operations,F,109.0,35.0,14.0,26.0,0.756,3.45,3.37,20.31,2.0,3.17,0.765,-0.161,1.0,0.033,-0.002,0.0
JIO11035,3.0,Punjab,Technology,M,119.0,11.0,22.0,33.0,0.976,3.44,-2.46,10.72,2.0,5.41,-0.474,-0.025,1.0,0.101,-0.095,1.0
JIO11036,4.0,Delhi,Sales,M,132.0,41.0,9.0,15.0,0.94,4.18,-0.25,13.81,1.0,2.97,0.628,0.234,2.0,0.237,-0.035,0.0
JIO11037,4.0,Tamil Nadu,Operations,M,98.0,0.0,6.0,8.0,1.042,4.22,1.98,12.43,3.0,4.21,0.214,0.045,1.0,0.115,-0.053,0.0
JIO11038,4.0,UP East,Finance,M,128.0,41.0,17.0,3.0,0.843,3.31,-1.79,20.39,0.0,3.93,0.998,0.237,1.0,0.282,-0.113,0.0
JIO11039,3.0,Karnataka,Network,M,172.0,32.0,6.0,12.0,1.008,1.82,2.63,14.85,3.0,3.62,0.048,0.495,0.0,0.158,-0.074,0.0
JIO11040,4.0,Tamil Nadu,Technology,F,62.0,37.0,2.0,4.0,1.029,3.05,-2.87,23.25,0.0,3.62,0.05,-0.289,0.0,0.534,0.1,0.0
JIO11041,4.0,Rajasthan,HR,F,118.0,22.0,10.0,33.0,0.997,3.84,-2.55,18.92,4.0,3.39,0.379,-0.144,1.0,0.013,0.0,0.0
JIO11042,3.0,Rajasthan,Network,F,167.0,16.0,7.0,2.0,0.816,3.72,1.28,9.62,3.0,3.25,-0.61,-0.269,2.0,0.28,-0.188,1.0
JIO11043,4.0,Mumbai,Technology,F,58.0,31.0,13.0,21.0,1.027,3.32,1.12,10.77,2.0,3.47,-0.358,-0.865,4.0,0.059,-0.093,1.0
JIO11044,3.0,Rajasthan,Finance,M,137.0,8.0,12.0,33.0,0.899,3.05,-0.14,18.92,3.0,0.91,0.548,0.1,1.0,0.036,-0.093,0.0
JIO11045,5.0,Rajasthan,Operations,M,57.0,1.0,14.0,31.0,0.813,3.56,2.66,13.75,1.0,2.71,-0.852,0.18,1.0,0.22,-0.054,1.0
JIO11046,7.0,Karnataka,HR,F,81.0,44.0,8.0,35.0,0.829,3.36,-0.8,25.0,2.0,3.48,1.191,0.458,1.0,0.13,-0.067,0.0
JIO11047,4.0,UP East,IT,M,171.0,8.0,10.0,34.0,0.802,3.12,0.7,21.82,4.0,2.42,-0.311,0.391,0.0,0.407,0.004,0.0
JIO11048,5.0,UP East,Operations,M,149.0,5.0,19.0,5.0,0.929,2.12,-1.46,15.46,4.0,2.42,0.321,0.08,1.0,0.173,0.122,0.0
JIO11049,3.0,Mumbai,Network,M,56.0,20.0,8.0,35.0,1.104,3.8,1.02,25.0,3.0,3.25,0.483,0.436,0.0,0.2,-0.007,0.0
JIO11050,3.0,Delhi,Technology,M,55.0,16.0,14.0,2.0,0.896,3.72,5.81,22.37,4.0,1.58,0.562,0.692,0.0,0.028,-0.111,0.0
JIO11051,3.0,Karnataka,Finance,F,170.0,15.0,4.0,24.0,1.132,4.22,-0.52,19.11,0.0,2.95,-0.732,-0.74,3.0,0.207,-0.099,1.0
