employee_id,recency_manager_change,trend_login,trend_performance,trend_training,volatility_leave,volatility_performance,org_peer_attrition,org_manager_attrition,org_team_shrink,comp_compa_ratio,comp_hike_vs_median,comp_months_no_hike,career_tenure_at_band,career_promotion_velocity,overload_overtime_slope,overload_afterhours_login,is_new_joiner,onboard_completion_rate,onboard_manager_1on1s,interact_high_performer_no_promo,interact_underpaid_declining,interact_new_mgr_peer_left,interact_post_appraisal_dissatisfied,interact_overload_underpaid,interact_onboard_abandoned,interact_onboard_idle,band,tenure_months,perf_rating_current,login_freq_30d,training_completions_90d,leave_days_30d,gender_encoded,dept_Finance,dept_IT,dept_Network,dept_Operations,dept_Sales,dept_Technology,circle_Delhi,circle_Karnataka,circle_Maharashtra,circle_Mumbai,circle_Punjab,circle_Rajasthan,circle_Tamil Nadu,circle_UP East,circle_West Bengal,attrition_flag
JIO10891,150.0,0.054,0.5,1,0.03263157894736842,0.5,3,0.305,0,1.076,4.51,23.0,34.0,75.0,0.1775459108875542,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,75.0,3.31,14.8,3.0,2.48,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10892,450.0,-0.587,-0.014,1,1.0933333333333333,0.014,9,0.324,1,1.07,0.09,11.0,1.0,1.0,0.37333614135620385,1.0,1,0.5878986288788779,2.0,0,0,0,0,0,0,0,4.0,2.0,3.8,23.75,2.0,3.28,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10893,870.0,0.693,-0.279,1,0.03379310344827586,0.279,4,0.178,0,0.85,-2.24,12.0,37.0,115.0,0.40925345665598545,1.0,0,1.0,0.0,0,0,0,0,1,0,0,3.0,115.0,3.18,15.37,4.0,3.92,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0
JIO10894,750.0,0.833,0.504,-1,0.115,0.504,13,0.202,0,0.925,-3.43,17.0,6.0,12.5,0.4837556468631345,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,25.0,3.79,22.84,0.0,2.99,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO10895,180.0,-0.388,-0.804,1,0.05471698113207547,0.804,6,0.388,0,1.059,2.57,17.0,23.0,105.0,0.3770484606563749,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,105.0,3.29,16.47,2.0,5.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO10896,720.0,0.179,0.186,1,0.58,0.186,6,0.349,0,0.913,-1.48,22.0,0.0,0.6666666666666666,-0.05849132811089902,2.0,1,0.8697330261000377,6.0,0,0,0,0,0,0,0,5.0,2.0,3.74,14.07,2.0,1.74,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO10897,450.0,-0.224,0.025,1,0.0,0.025,7,0.214,0,0.8,1.39,22.0,3.0,14.666666666666666,0.05134979025166299,3.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,44.0,3.61,25.0,1.0,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10898,870.0,-0.154,0.168,-1,0.016,0.168,11,0.055,0,1.064,-0.22,8.0,14.0,33.8,0.4222781382779249,2.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,169.0,4.51,19.22,0.0,2.72,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10899,240.0,-0.818,-0.65,1,0.07130434782608695,0.65,6,0.055,1,0.98,-7.69,17.0,8.0,30.333333333333332,-0.1359274848455326,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,91.0,2.04,12.86,3.0,6.56,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO10900,390.0,-0.372,-0.096,1,0.054189189189189184,0.096,5,0.345,0,0.903,-0.53,12.0,27.0,14.6,0.2790356581055154,1.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,73.0,3.83,9.48,2.0,4.01,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO10901,540.0,-0.141,-0.026,1,0.06654545454545455,0.026,8,0.035,1,0.939,-1.87,16.0,28.0,18.0,-0.13766858431457624,0.0,0,1.0,0.0,1,0,0,0,0,0,0,5.0,54.0,4.36,18.33,4.0,3.66,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10902,690.0,-0.228,-0.162,1,0.08619047619047619,0.162,6,0.125,0,1.067,1.09,7.0,20.0,20.0,0.01006068802718612,1.0,0,1.0,0.0,1,0,0,0,0,0,0,3.0,20.0,4.79,18.35,7.0,1.81,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10903,210.0,0.157,0.02,1,0.01783783783783784,0.02,6,0.025,0,0.995,-1.07,20.0,36.0,73.0,0.4474581519125545,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,73.0,3.73,17.89,1.0,1.32,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10904,990.0,0.202,-0.052,1,0.0321505376344086,0.052,7,0.265,1,1.146,0.29,11.0,10.0,46.0,0.06688467380696617,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,92.0,2.66,22.4,3.0,2.99,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10905,90.0,-0.522,-0.225,1,0.13125,0.225,3,0.079,1,1.036,0.65,2.0,30.0,19.5,0.16625279185465208,4.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,39.0,3.3,8.55,2.0,5.25,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
JIO10906,90.0,-0.008,-0.187,-1,0.023870967741935485,0.187,4,0.386,1,1.089,0.2,9.0,2.0,12.2,-0.4759496493429717,2.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,61.0,5.0,17.58,0.0,1.48,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0
JIO10907,480.0,-0.647,-0.632,-1,0.03711538461538461,0.632,7,0.213,0,0.851,0.06,6.0,3.0,51.5,0.4111887481095272,3.0,0,1.0,0.0,0,0,0,0,1,0,0,4.0,103.0,4.03,3.66999999999989,0.0,3.86,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO10908,390.0,-0.61,0.099,1,0.02955223880597015,0.099,8,0.09,0,0.924,0.27,13.0,2.0,33.0,0.22591946339937638,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,66.0,3.28,17.8,1.0,1.98,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10909,210.0,-0.355,-0.291,1,0.042432432432432436,0.291,4,0.108,0,0.998,-5.2,19.0,33.0,18.0,0.757139153156911,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,36.0,3.82,16.09,4.0,1.57,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10910,30.0,0.115,0.48,1,0.010451977401129945,0.48,7,0.311,1,0.99,-0.36,19.0,32.0,88.0,-0.10772238223355028,1.0,0,1.0,0.0,0,0,1,0,0,0,0,4.0,176.0,3.04,25.0,3.0,1.85,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10911,690.0,-0.241,-0.741,1,0.040865384615384616,0.741,6,0.232,1,0.784,0.77,3.0,2.0,34.333333333333336,0.22670261468237862,4.0,0,1.0,0.0,0,1,0,0,0,0,0,5.0,103.0,3.15,12.23,2.0,4.25,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO10912,360.0,0.544,-0.365,1,0.010486111111111111,0.365,7,0.208,0,1.246000000000005,1.11,20.0,36.0,47.666666666666664,0.08728428929876433,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,143.0,3.65,19.04,2.0,1.51,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0
JIO10913,210.0,-0.137,0.322,1,0.04575342465753424,0.322,7,0.009,0,1.117,1.77,5.0,41.0,36.0,0.552108647917216,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,72.0,3.99,18.58,1.0,3.34,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10914,600.0,-0.613,-0.363,-1,0.05290322580645161,0.363,5,0.579,0,1.037,0.21,6.0,15.0,30.5,0.11664656366456677,4.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,61.0,4.12,14.34,0.0,3.28,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
JIO10915,300.0,0.88,0.25,1,0.031369047619047616,0.25,13,0.31,0,0.932,0.72,2.0,20.0,83.5,0.09765753401961873,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,167.0,3.91,16.69,3.0,5.27,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10916,180.0,-0.439,0.389,1,0.12304347826086957,0.389,10,0.077,1,0.741,1.61,8.0,1.0,11.0,0.2127637784007887,2.0,0,1.0,0.0,0,1,0,0,0,0,0,4.0,22.0,2.84,17.47,2.0,2.83,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10917,120.0,0.222,0.102,1,0.026090225563909775,0.102,7,0.009,0,1.188,-6.53,22.0,6.0,44.0,0.06531319310472533,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,132.0,2.98,20.98,2.0,3.47,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO10918,630.0,0.826,-0.118,1,0.015782312925170065,0.118,7,0.151,0,0.902,0.82,13.0,6.0,73.0,-0.15625176509268487,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,146.0,2.75,15.43,2.0,2.32,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO10919,990.0,-0.025,0.276,-1,0.01294642857142857,0.276,8,0.179,0,1.08,1.93,15.0,24.0,37.0,0.06793149751440765,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,111.0,2.49,20.78,0.0,1.45,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10920,120.0,-0.337,0.799,1,0.02368421052631579,0.799,10,0.031,0,0.89,-4.31,0.0,10.0,37.0,0.3757711124509202,2.0,0,1.0,0.0,0,0,0,1,1,0,0,3.0,37.0,2.4,11.19,4.0,0.9,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10921,90.0,-0.19,-0.575,-1,0.017755102040816324,0.575,8,0.123,0,0.933,0.61,22.0,34.0,48.666666666666664,-0.20928035479387105,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,146.0,2.57,6.04,0.0,2.61,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0
JIO10922,690.0,0.003,0.537,1,0.02385057471264368,0.537,8,0.186,0,0.964,-5.49,22.0,37.0,57.666666666666664,0.046539385951406595,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,173.0,3.19,16.51,3.0,4.15,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10923,60.0,-0.778,-0.429,-1,0.0986046511627907,0.429,3,0.333,0,1.035,-0.83,21.0,21.0,42.0,-0.09504228522871061,2.0,0,1.0,0.0,0,0,1,0,0,0,0,3.0,42.0,2.57,10.97,0.0,4.24,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0
JIO10924,1020.0,-0.326,-0.143,1,0.6133333333333334,0.143,7,0.173,0,0.851,2.84,13.0,1.0,2.0,0.41826632012369486,2.0,1,0.983636643608829,3.0,0,0,0,0,1,0,0,3.0,2.0,4.38,19.63,6.0,1.84,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0
JIO10925,480.0,0.366,0.47,1,0.038641975308641975,0.47,12,0.032,0,0.961,-4.72,11.0,31.0,26.666666666666668,-0.5331154166743212,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,80.0,3.18,21.47,2.0,3.13,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10926,780.0,-0.983,-0.143,1,0.03706586826347306,0.143,3,0.1,0,0.917,4.56,2.0,0.0,41.5,-0.045622646545055906,3.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,166.0,3.25,13.45,1.0,6.19,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0
JIO10927,570.0,-0.76,0.214,1,0.018473282442748092,0.214,9,0.648000000000003,0,0.939,1.06,23.0,26.0,32.5,0.1320241562725823,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,130.0,3.87,16.31,2.0,2.42,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO10928,390.0,0.187,0.041,1,0.021194029850746268,0.041,6,0.002,0,0.819,4.15,22.0,12.0,66.0,0.5479334102320191,2.0,0,1.0,0.0,0,0,0,0,1,0,0,3.0,66.0,3.06,21.69,5.0,1.42,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10929,780.0,-0.086,-0.144,-1,0.08428571428571428,0.144,7,0.482,0,0.836,-0.24,13.0,38.0,83.0,0.12698740862445426,1.0,0,1.0,0.0,0,1,0,0,0,0,0,3.0,83.0,3.86,16.05,0.0,7.08,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0
JIO10930,900.0,-0.039,0.218,-1,0.014642857142857143,0.218,4,0.303,0,0.966,-0.13,23.0,31.0,83.5,-0.19431983434261943,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,167.0,2.67,16.59,0.0,2.46,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0
JIO10931,570.0,0.458,0.249,1,0.07323529411764707,0.249,3,0.231,0,1.074,1.06,10.0,22.0,67.0,0.6584049743042065,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,67.0,3.12,19.38,3.0,4.98,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
JIO10932,90.0,-0.632,0.005,1,0.020833333333333332,0.005,10,0.199,1,0.929,-3.89,23.0,43.0,71.0,-0.5068048651456853,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,71.0,1.91,13.45,4.0,1.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10933,690.0,-0.232,-0.318,1,0.03576576576576577,0.318,12,0.419,1,1.16,-1.73,9.0,41.0,36.666666666666664,-0.6195820848170286,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,110.0,2.48,12.85,1.0,3.97,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.0
JIO10934,810.0,-0.247,0.36,1,0.032208588957055216,0.36,8,0.371,1,0.888,1.74,10.0,22.0,81.0,0.30400505751866636,4.0,0,1.0,0.0,1,0,0,0,1,0,0,4.0,162.0,5.0,12.26,2.0,5.25,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1.0
JIO10935,390.0,0.355,-0.085,1,0.05766666666666667,0.085,5,0.186,0,0.93,-0.12,6.0,2.0,89.0,-0.1757189785234139,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,89.0,3.44,17.38,3.0,5.19,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO10936,1050.0,-0.013,0.061,1,0.0,0.061,10,0.011,0,1.021,-1.48,6.0,19.0,12.333333333333334,-0.3574314859957496,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,37.0,2.57,15.58,1.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10937,690.0,-0.665,-0.398,-1,0.18727272727272729,0.398,6,0.216,1,0.85,-0.4,3.0,19.0,21.0,0.39792475655477366,2.0,0,1.0,0.0,0,0,0,0,1,0,0,3.0,21.0,2.86,6.22,0.0,4.12,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO10938,270.0,0.156,-0.095,1,0.01553846153846154,0.095,11,0.148,0,0.865,-0.87,0.0,9.0,64.5,0.08533024981991959,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,129.0,3.76,15.19,1.0,2.02,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10939,630.0,-0.471,-1.102,1,0.04417910447761194,1.102,4,0.386,1,0.894,1.23,19.0,39.0,33.0,-0.04742752075785492,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,66.0,3.05,20.26,1.0,2.96,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO10940,840.0,-0.289,-0.026,1,0.05639344262295082,0.026,9,0.103,0,0.98,-2.31,10.0,9.0,60.0,-0.29810653953481303,4.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,60.0,2.17,7.86,1.0,3.44,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0
JIO10941,510.0,0.484,0.313,1,1.0833333333333333,0.313,8,0.296,1,1.212,-4.03,14.0,2.0,1.0,0.3053600648980506,0.0,1,0.9901715117501827,2.0,0,0,0,0,0,0,0,4.0,2.0,2.73,25.0,6.0,3.25,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0
JIO10942,690.0,0.525,0.176,1,0.007083333333333334,0.176,7,0.345,0,1.091,0.07,11.0,6.0,23.0,0.22757041228553132,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,23.0,4.67,17.15,2.0,0.17,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO10943,570.0,-0.146,-0.112,1,0.04115384615384615,0.112,10,0.249,0,0.797,0.0,19.0,34.0,38.5,-0.034711552322784014,0.0,0,1.0,0.0,0,1,0,0,0,0,0,4.0,77.0,2.95,18.66,3.0,3.21,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0
JIO10944,90.0,0.035,-0.144,1,0.018841463414634146,0.144,6,0.535,0,1.246000000000005,-1.8,10.0,41.0,81.5,0.646322948616683,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,163.0,2.92,18.81,2.0,3.09,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO10945,60.0,0.465,-0.792,1,0.029140625,0.792,8,0.316,0,1.119,-1.9,15.0,25.0,63.5,-0.3745296682141534,1.0,0,1.0,0.0,0,0,1,0,0,0,0,4.0,127.0,3.55,14.52,3.0,3.73,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10946,480.0,0.106,-0.323,1,0.01304635761589404,0.323,12,0.081,1,1.037,2.05,18.0,25.0,150.0,-0.38393380982365855,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,150.0,2.84,18.05,5.0,1.97,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10947,240.0,0.187,-0.329,1,0.16785714285714287,0.329,12,0.265,0,0.949,-0.29,15.0,6.0,6.5,-0.24216782445843554,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,13.0,3.58,16.63,3.0,2.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10948,120.0,0.726,0.285,1,0.04660377358490567,0.285,4,0.04,0,0.941,-4.53,7.0,15.0,52.0,-0.01595510572442423,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,52.0,4.41,18.15,1.0,2.47,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10949,120.0,0.064,0.02,1,0.007973856209150327,0.02,8,0.275,0,1.003,-2.33,12.0,0.0,50.666666666666664,0.08516880726294214,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,152.0,3.82,16.54,1.0,1.22,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10950,450.0,-0.353,-0.081,-1,0.016941176470588234,0.081,5,0.479,0,0.994,0.69,9.0,2.0,42.25,0.06556737975028454,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,169.0,4.3,22.53,0.0,2.88,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO10951,870.0,-0.384,-0.712,1,0.12090909090909091,0.712,11,0.16,0,0.909,-5.36,4.0,30.0,14.333333333333334,0.27321938878000385,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,43.0,2.63,5.91,1.0,5.32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO10952,600.0,0.048,0.135,1,0.1109090909090909,0.135,8,0.284,0,1.131,0.31,23.0,10.0,10.0,-0.4380387984666554,2.0,1,1.0,0.0,0,0,0,0,0,0,0,3.0,10.0,3.14,16.65,4.0,1.22,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10953,870.0,0.395,-0.674,-1,0.06212389380530973,0.674,6,0.056,0,1.073,-1.72,12.0,10.0,37.333333333333336,0.6553176114256408,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,112.0,2.41,10.19,0.0,7.02,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
JIO10954,510.0,-0.002,-0.003,1,0.02676300578034682,0.003,7,0.134,0,0.99,0.04,1.0,43.0,57.333333333333336,-0.028752912437399077,3.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,172.0,3.51,16.89,1.0,4.63,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10955,210.0,-0.95,0.182,1,0.15761904761904763,0.182,3,0.248,0,0.799,0.76,3.0,8.0,6.666666666666667,0.5410535410558447,6.0,0,1.0,0.0,0,1,0,0,1,0,0,5.0,20.0,3.02,3.93,2.0,3.31,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0
JIO10956,810.0,-0.125,-0.413,1,0.016484375,0.413,2,0.16,0,0.931,1.25,14.0,17.0,63.5,0.11995387123219643,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,127.0,2.6,15.75,3.0,2.11,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0
JIO10957,240.0,-0.031,-0.207,1,0.001827956989247312,0.207,10,0.059,1,0.901,-3.8,7.0,46.0,18.4,0.15986362670382437,0.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,92.0,3.17,20.87,3.0,0.17,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO10958,30.0,-0.293,-0.468,1,0.04535714285714286,0.468,5,0.053,0,1.146,0.3,21.0,0.0,41.5,0.3494185480812714,2.0,0,1.0,0.0,0,0,1,0,0,0,0,4.0,83.0,2.31,3.66999999999989,1.0,3.81,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0
JIO10959,420.0,0.841,0.64,-1,0.017435897435897435,0.64,7,0.017,0,0.797,1.67,15.0,5.0,38.666666666666664,0.15669799600606021,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,116.0,3.03,18.59,0.0,2.04,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10960,540.0,0.006,-0.487,1,0.09355555555555556,0.487,8,0.188,0,1.001,2.87,19.0,3.0,22.0,0.22495296595364034,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,44.0,2.43,16.89,3.0,4.21,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10961,1020.0,-0.732,0.481,1,0.024705882352941175,0.481,8,0.119,0,0.939,-0.94,12.0,6.0,67.5,0.46520338554635093,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,135.0,3.8,13.38,1.0,3.36,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10962,420.0,0.18,0.816,1,0.034574468085106384,0.816,8,0.004,0,1.188,-1.66,13.0,4.0,46.5,0.06878240939551454,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,93.0,3.04,17.62,3.0,3.25,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO10963,270.0,0.569,0.474,1,0.04452380952380953,0.474,8,0.138,0,0.916,1.13,17.0,17.0,20.5,0.2481513151559793,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,41.0,3.55,14.88,1.0,1.87,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10964,150.0,0.632,0.104,1,0.0036746987951807226,0.104,4,0.008,0,1.125,-1.74,21.0,24.0,165.0,-0.03140749300052935,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,165.0,3.54,12.02,1.0,0.61,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0
JIO10965,630.0,-0.678,0.08,1,0.01834710743801653,0.08,10,0.09,0,0.988,0.74,23.0,6.0,60.0,0.5040410254073154,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,120.0,3.22,21.95,3.0,2.22,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO10966,900.0,-0.017,0.14,1,0.11944444444444444,0.14,7,0.051,0,0.73,0.16,18.0,1.0,8.5,-0.2367373057207444,1.0,0,1.0,0.0,0,1,0,0,0,0,0,4.0,17.0,3.13,17.31,1.0,2.15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10967,930.0,-0.479,0.534,1,0.14793103448275863,0.534,5,0.084,1,0.815,-2.71,11.0,15.0,9.333333333333334,0.6303291515187854,3.0,0,1.0,0.0,0,1,0,0,1,0,0,5.0,28.0,2.45,20.94,1.0,4.29,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO10968,420.0,0.238,0.169,1,0.02304635761589404,0.169,4,0.198,0,0.921,2.6,10.0,3.0,150.0,-0.014055282725520193,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,150.0,4.24,18.06,2.0,3.48,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO10969,450.0,-0.563,-0.562,1,0.038129496402877695,0.562,11,0.146,1,0.79,0.87,14.0,1.0,138.0,-0.3507712857413168,1.0,0,1.0,0.0,0,1,0,0,0,0,0,3.0,138.0,2.57,8.63,3.0,5.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO10970,360.0,0.812,-0.197,1,0.021951219512195124,0.197,7,0.406,1,1.234,2.95,10.0,19.0,32.6,0.044836545218776246,0.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,163.0,3.64,16.42,1.0,3.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO10971,360.0,0.184,0.137,1,0.17296296296296296,0.137,6,0.144,0,0.851,-1.34,0.0,4.0,13.0,-0.23836808011620828,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,26.0,3.21,18.72,1.0,4.67,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO10972,480.0,-0.327,-0.044,1,1.03,0.044,7,0.167,0,1.075,-2.56,6.0,1.0,1.0,0.2942252421460534,1.0,1,0.9459179035686986,1.0,0,0,0,0,0,0,0,5.0,3.0,3.15,15.31,2.0,4.12,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO10973,660.0,0.54,0.146,1,0.010555555555555556,0.146,8,0.388,0,1.136,1.31,20.0,9.0,5.666666666666667,-0.2284183927558368,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,17.0,2.38,8.23,2.0,0.19,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO10974,1020.0,0.076,0.127,1,0.05909090909090909,0.127,4,0.152,0,0.957,-1.78,22.0,20.0,54.0,-0.1561642016251729,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,54.0,3.55,21.42,4.0,3.25,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0
